fecha,id_cliente,id_producto,unidades,precio_unitario
2025-01-04,C040,P23,5,16.23
2025-01-29,C455,P28,4,5.83
2025-01-22,C025,P18,3,18.04
2025-01-08,C354,P34,5,17.21
2025-01-06,C459,P24,3,5.18
2025-01-09,C457,P44,3,14.23
2025-01-10,C250,P30,3,9.08
2025-01-03,C139,P13,4,10.24
2025-01-09,C397,P49,4,16.35
2025-01-01,C404,P33,1,17.83
2025-01-02,C116,P30,2,9.08
2025-01-10,C231,P11,5,15.28
2025-01-11,C303,P11,3,15.28
2025-01-23,C256,P27,3,13.45
2025-01-28,C016,P46,5,12.8
2025-01-26,C109,P50,3,10.44
2025-01-16,C174,P15,4,7.67
2025-01-11,C124,P42,5,14.59
2025-01-26,C375,P20,3,6.28
2025-01-24,C057,P30,5,9.08
2025-01-19,C416,P22,5,9.23
2025-01-20,C035,P35,5,7.88
2025-01-30,C289,P29,2,17.53
2025-01-25,C102,P29,3,17.53
2025-01-08,C374,P45,4,7.25
2025-01-09,C434,P17,5,5.81
2025-01-21,C060,P22,5,9.23
2025-01-26,C118,P19,4,6.72
2025-01-03,C465,P29,5,17.53
2025-01-04,C376,P14,3,7.59
2025-01-13,C289,P42,3,14.59
2025-01-29,C418,P20,4,6.28
2025-01-30,C192,P12,1,8.23
2025-01-01,C037,P35,2,7.88
2025-01-05,C249,P17,3,5.81
2025-01-10,C171,P37,4,11.91
2025-01-08,C069,P27,1,13.45
2025-01-10,C006,P16,3,19.8
2025-01-18,C373,P29,4,17.53
2025-01-26,C113,P18,5,18.04
2025-01-12,C099,P19,5,6.72
2025-01-12,C499,P17,4,5.81
2025-01-24,C286,P27,5,13.45
2025-01-22,C180,P41,4,10.69
2025-01-17,C140,P43,5,7.69
2025-01-06,C290,P15,1,7.67
2025-01-15,C170,P22,1,9.23
2025-01-11,C040,P13,1,10.24
2025-01-27,C458,P19,4,6.72
2025-01-26,C303,P27,4,13.45
2025-01-03,C341,P17,1,5.81
2025-01-17,C017,P16,4,19.8
2025-01-06,C351,P48,4,11.01
2025-01-06,C120,P44,2,14.23
2025-01-11,C373,P45,2,7.25
2025-01-18,C328,P26,2,8.51
2025-01-07,C373,P10,2,17.09
2025-01-19,C425,P38,1,9.94
2025-01-24,C301,P13,1,10.24
2025-01-15,C281,P44,3,14.23
2025-01-06,C040,P15,2,7.67
2025-01-10,C432,P25,5,12.55
2025-01-25,C221,P11,1,15.28
2025-01-09,C458,P48,2,11.01
2025-01-10,C394,P43,4,7.69
2025-01-26,C224,P38,1,9.94
2025-01-17,C301,P17,1,5.81
2025-01-08,C120,P24,5,5.18
2025-01-24,C157,P45,1,7.25
2025-01-19,C273,P37,5,11.91
2025-01-06,C375,P38,5,9.94
2025-01-13,C132,P46,2,12.8
2025-01-30,C332,P38,1,9.94
2025-01-03,C067,P17,4,5.81
2025-01-20,C375,P39,2,14.17
2025-01-04,C388,P14,3,7.59
2025-01-21,C196,P43,5,7.69
2025-01-03,C308,P44,5,14.23
2025-01-27,C171,P47,2,7.58
2025-01-03,C320,P20,1,6.28
2025-01-23,C255,P29,1,17.53
2025-01-17,C145,P31,4,12.51
2025-01-13,C295,P27,4,13.45
2025-01-13,C377,P38,3,9.94
2025-01-20,C021,P35,2,7.88
2025-01-09,C132,P37,1,11.91
2025-01-21,C238,P34,4,17.21
2025-01-05,C243,P30,4,9.08
2025-01-24,C466,P37,5,11.91
2025-01-30,C150,P34,5,17.21
2025-01-02,C087,P45,1,7.25
2025-01-05,C209,P49,1,16.35
2025-01-04,C284,P20,2,6.28
2025-01-02,C062,P35,3,7.88
2025-01-04,C367,P14,4,7.59
2025-01-13,C499,P20,4,6.28
2025-01-22,C297,P14,4,7.59
2025-01-03,C390,P17,4,5.81
2025-01-12,C369,P46,2,12.8
2025-01-02,C399,P24,5,5.18
2025-01-12,C362,P49,5,16.35
2025-01-10,C451,P18,4,18.04
2025-01-23,C426,P21,4,7.17
2025-01-17,C065,P20,3,6.28
2025-01-07,C252,P42,1,14.59
2025-01-06,C165,P32,2,7.38
2025-01-30,C379,P33,5,17.83
2025-01-11,C395,P49,5,16.35
2025-01-14,C390,P24,1,5.18
2025-01-09,C372,P49,1,16.35
2025-01-15,C195,P16,2,19.8
2025-01-24,C277,P16,2,19.8
2025-01-03,C227,P13,1,10.24
2025-01-19,C469,P48,1,11.01
2025-01-13,C339,P17,4,5.81
2025-01-22,C130,P20,2,6.28
2025-01-12,C144,P17,1,5.81
2025-01-19,C001,P49,4,16.35
2025-01-16,C165,P15,1,7.67
2025-01-11,C103,P19,2,6.72
2025-01-03,C154,P14,1,7.59
2025-01-29,C211,P27,2,13.45
2025-01-16,C256,P43,1,7.69
2025-01-20,C079,P18,3,18.04
2025-01-18,C439,P48,1,11.01
2025-01-01,C342,P34,1,17.21
2025-01-27,C345,P23,5,16.23
2025-01-07,C498,P31,5,12.51
2025-01-10,C487,P16,5,19.8
2025-01-24,C375,P20,1,6.28
2025-01-12,C190,P17,2,5.81
2025-01-23,C315,P43,2,7.69
2025-01-14,C019,P46,5,12.8
2025-01-30,C385,P13,2,10.24
2025-01-26,C400,P12,3,8.23
2025-01-03,C062,P38,5,9.94
2025-01-12,C366,P38,1,9.94
2025-01-26,C350,P18,4,18.04
2025-01-11,C094,P23,2,16.23
2025-01-07,C087,P40,5,14.5
2025-01-10,C005,P16,5,19.8
2025-01-17,C121,P41,3,10.69
2025-01-17,C052,P19,1,6.72
2025-01-25,C360,P15,4,7.67
2025-01-10,C085,P21,4,7.17
2025-01-03,C457,P48,3,11.01
2025-01-24,C454,P47,3,7.58
2025-01-03,C059,P14,2,7.59
2025-01-21,C100,P11,5,15.28
2025-01-03,C231,P32,1,7.38
2025-01-26,C140,P20,3,6.28
2025-01-14,C243,P48,5,11.01
2025-01-27,C107,P31,3,12.51
2025-01-27,C428,P42,5,14.59
2025-01-01,C089,P22,4,9.23
2025-01-24,C167,P23,4,16.23
2025-01-04,C069,P17,4,5.81
2025-01-15,C337,P26,2,8.51
2025-01-16,C403,P45,4,7.25
2025-01-11,C200,P29,3,17.53
2025-01-23,C062,P17,3,5.81
2025-01-10,C242,P21,3,7.17
2025-01-25,C481,P15,1,7.67
2025-01-19,C276,P28,1,5.83
2025-01-11,C203,P14,3,7.59
2025-01-18,C143,P16,4,19.8
2025-01-22,C113,P46,3,12.8
2025-01-14,C269,P37,1,11.91
2025-01-13,C028,P20,4,6.28
2025-01-04,C052,P12,2,8.23
2025-01-02,C047,P44,1,14.23
2025-01-29,C442,P27,3,13.45
2025-01-03,C420,P32,3,7.38
2025-01-06,C437,P40,5,14.5
2025-01-19,C097,P14,2,7.59
2025-01-25,C477,P30,2,9.08
2025-01-06,C386,P45,1,7.25
2025-01-24,C481,P34,1,17.21
2025-01-30,C054,P24,4,5.18
2025-01-30,C456,P16,1,19.8
2025-01-19,C397,P31,3,12.51
2025-01-15,C393,P28,3,5.83
2025-01-02,C078,P13,1,10.24
2025-01-22,C145,P46,4,12.8
2025-01-05,C226,P22,5,9.23
2025-01-24,C381,P21,5,7.17
2025-01-05,C048,P43,3,7.69
2025-01-30,C423,P43,1,7.69
2025-01-10,C458,P45,3,7.25
2025-01-22,C314,P49,2,16.35
2025-01-09,C048,P29,1,17.53
2025-01-16,C283,P10,2,17.09
2025-01-09,C498,P48,1,11.01
2025-01-13,C175,P12,2,8.23
2025-01-26,C099,P34,3,17.21
2025-01-20,C469,P41,1,10.69
2025-01-14,C183,P25,1,12.55
2025-01-03,C039,P36,1,11.39
2025-01-12,C495,P43,5,7.69
2025-01-12,C257,P35,3,7.88
2025-01-28,C254,P18,1,18.04
2025-01-03,C353,P20,4,6.28
2025-01-19,C452,P21,4,7.17
2025-01-23,C032,P30,4,9.08
2025-01-29,C269,P33,1,17.83
2025-01-22,C092,P28,5,5.83
2025-01-17,C314,P12,5,8.23
2025-01-11,C431,P34,5,17.21
2025-01-10,C255,P31,3,12.51
2025-01-01,C265,P22,3,9.23
2025-01-09,C066,P19,5,6.72
2025-01-22,C231,P21,5,7.17
2025-01-09,C416,P15,3,7.67
2025-01-21,C167,P16,2,19.8
2025-01-23,C044,P48,1,11.01
2025-01-09,C046,P37,4,11.91
2025-01-16,C013,P28,3,5.83
2025-01-04,C225,P20,3,6.28
2025-01-30,C294,P34,3,17.21
2025-01-29,C061,P49,1,16.35
2025-01-04,C420,P10,5,17.09
2025-01-24,C078,P49,3,16.35
2025-01-22,C435,P35,4,7.88
2025-01-08,C394,P49,3,16.35
2025-01-04,C176,P25,4,12.55
2025-01-03,C077,P19,3,6.72
2025-01-20,C280,P39,4,14.17
2025-01-19,C165,P46,2,12.8
2025-01-24,C269,P44,2,14.23
2025-01-28,C220,P23,4,16.23
2025-01-05,C181,P34,1,17.21
2025-01-05,C231,P32,5,7.38
2025-01-24,C307,P28,1,5.83
2025-01-07,C393,P37,5,11.91
2025-01-08,C450,P44,1,14.23
2025-01-11,C182,P13,4,10.24
2025-01-28,C177,P12,4,8.23
2025-01-06,C046,P28,1,5.83
2025-01-13,C337,P49,1,16.35
2025-01-17,C014,P49,3,16.35
2025-01-09,C238,P42,1,14.59
2025-01-13,C249,P29,1,17.53
2025-01-07,C305,P29,3,17.53
2025-01-25,C199,P29,5,17.53
2025-01-02,C035,P43,5,7.69
2025-01-01,C331,P11,4,15.28
2025-01-01,C287,P40,1,14.5
2025-01-28,C498,P29,4,17.53
2025-01-11,C404,P21,2,7.17
2025-01-18,C211,P12,2,8.23
2025-01-09,C319,P32,2,7.38
2025-01-14,C116,P15,5,7.67
2025-01-14,C305,P45,2,7.25
2025-01-02,C311,P35,1,7.88
2025-01-03,C233,P49,4,16.35
2025-01-23,C372,P24,5,5.18
2025-01-08,C258,P38,2,9.94
2025-01-28,C439,P48,4,11.01
2025-01-13,C301,P35,3,7.88
2025-01-04,C463,P44,1,14.23
2025-01-16,C237,P18,2,18.04
2025-01-20,C103,P14,4,7.59
2025-01-11,C052,P22,1,9.23
2025-01-04,C486,P50,5,10.44
2025-01-24,C384,P41,3,10.69
2025-01-24,C218,P34,4,17.21
2025-01-01,C281,P15,2,7.67
2025-01-19,C355,P19,1,6.72
2025-01-30,C059,P39,2,14.17
2025-01-11,C017,P17,4,5.81
2025-01-22,C434,P10,1,17.09
2025-01-22,C193,P32,5,7.38
2025-01-04,C115,P24,2,5.18
2025-01-15,C174,P45,3,7.25
2025-01-27,C449,P21,2,7.17
2025-01-30,C475,P41,4,10.69
2025-01-23,C341,P13,2,10.24
2025-01-02,C328,P33,5,17.83
2025-01-18,C017,P27,2,13.45
2025-01-25,C211,P43,4,7.69
2025-01-02,C098,P18,4,18.04
2025-01-02,C410,P41,2,10.69
2025-01-26,C135,P22,2,9.23
2025-01-20,C267,P13,4,10.24
2025-01-20,C459,P38,2,9.94
2025-01-12,C096,P35,1,7.88
2025-01-15,C138,P20,1,6.28
2025-01-11,C002,P37,5,11.91
2025-01-16,C100,P15,1,7.67
2025-01-27,C056,P43,2,7.69
2025-01-18,C123,P47,1,7.58
2025-01-19,C447,P29,1,17.53
2025-01-02,C183,P36,4,11.39
2025-01-05,C436,P26,3,8.51
2025-01-12,C360,P39,5,14.17
2025-01-02,C075,P24,3,5.18
2025-01-13,C423,P36,5,11.39
2025-01-13,C014,P42,5,14.59
2025-01-24,C021,P42,3,14.59
2025-01-08,C006,P42,1,14.59
2025-01-05,C403,P43,4,7.69
2025-01-17,C245,P26,5,8.51
2025-01-09,C339,P28,5,5.83
2025-01-02,C426,P12,4,8.23
2025-01-06,C408,P41,5,10.69
2025-01-21,C053,P47,1,7.58
2025-01-01,C292,P29,1,17.53
2025-01-06,C422,P40,5,14.5
2025-01-01,C307,P36,2,11.39
2025-01-02,C001,P12,1,8.23
2025-01-08,C091,P19,3,6.72
2025-01-22,C140,P18,5,18.04
2025-01-14,C370,P27,1,13.45
2025-01-07,C027,P21,1,7.17
2025-01-15,C285,P19,1,6.72
2025-01-24,C434,P47,3,7.58
2025-01-30,C491,P47,3,7.58
2025-01-14,C132,P38,3,9.94
2025-01-05,C286,P47,3,7.58
2025-01-14,C122,P30,1,9.08
2025-01-29,C306,P45,3,7.25
2025-01-22,C035,P18,4,18.04
2025-01-28,C259,P46,5,12.8
2025-01-25,C028,P43,4,7.69
2025-01-12,C436,P16,5,19.8
2025-01-06,C288,P24,2,5.18
2025-01-15,C186,P18,3,18.04
2025-01-13,C350,P20,2,6.28
2025-01-06,C280,P17,3,5.81
2025-01-13,C001,P38,4,9.94
2025-01-09,C193,P42,5,14.59
2025-01-22,C188,P26,3,8.51
2025-01-07,C410,P14,5,7.59
2025-01-04,C478,P15,2,7.67
2025-01-02,C117,P38,4,9.94
2025-01-25,C003,P33,3,17.83
2025-01-24,C147,P11,2,15.28
2025-01-15,C036,P20,5,6.28
2025-01-20,C125,P17,3,5.81
2025-01-25,C189,P23,4,16.23
2025-01-01,C196,P13,2,10.24
2025-01-16,C383,P38,3,9.94
2025-01-23,C335,P27,3,13.45
2025-01-29,C166,P50,2,10.44
2025-01-17,C223,P10,3,17.09
2025-01-11,C352,P15,4,7.67
2025-01-30,C109,P26,3,8.51
2025-01-27,C479,P28,1,5.83
2025-01-13,C001,P20,2,6.28
2025-01-01,C285,P50,1,10.44
2025-01-15,C327,P49,1,16.35
2025-01-28,C048,P42,3,14.59
2025-01-10,C344,P28,5,5.83
2025-01-27,C248,P49,4,16.35
2025-01-17,C356,P34,4,17.21
2025-01-02,C435,P26,4,8.51
2025-01-17,C074,P44,3,14.23
2025-01-14,C201,P19,1,6.72
2025-01-24,C092,P48,1,11.01
2025-01-25,C087,P29,5,17.53
2025-01-22,C162,P49,2,16.35
2025-01-26,C126,P29,5,17.53
2025-01-07,C167,P14,3,7.59
2025-01-22,C458,P49,1,16.35
2025-01-07,C343,P42,5,14.59
2025-01-29,C149,P33,3,17.83
2025-01-05,C361,P47,5,7.58
2025-01-30,C257,P19,1,6.72
2025-01-07,C335,P35,2,7.88
2025-01-04,C367,P15,4,7.67
2025-01-03,C120,P44,1,14.23
2025-01-24,C079,P19,4,6.72
2025-01-23,C254,P17,3,5.81
2025-01-09,C282,P37,5,11.91
2025-01-12,C199,P12,1,8.23
2025-01-22,C444,P38,4,9.94
2025-01-26,C015,P42,3,14.59
2025-01-13,C283,P27,5,13.45
2025-01-07,C219,P16,3,19.8
2025-01-23,C089,P44,2,14.23
2025-01-22,C259,P41,4,10.69
2025-01-01,C178,P41,1,10.69
2025-01-14,C298,P22,4,9.23
2025-01-26,C161,P25,1,12.55
2025-01-15,C323,P23,1,16.23
2025-01-07,C034,P18,1,18.04
2025-01-10,C318,P25,1,12.55
2025-01-20,C348,P16,4,19.8
2025-01-14,C116,P20,4,6.28
2025-01-08,C383,P43,5,7.69
2025-01-04,C415,P18,5,18.04
2025-01-12,C342,P27,2,13.45
2025-01-30,C388,P14,5,7.59
2025-01-12,C025,P26,5,8.51
2025-01-24,C184,P26,3,8.51
2025-01-01,C197,P46,1,12.8
2025-01-14,C119,P46,1,12.8
2025-01-11,C380,P14,1,7.59
2025-01-24,C055,P35,3,7.88
2025-01-23,C263,P49,1,16.35
2025-01-28,C385,P23,3,16.23
2025-01-08,C362,P15,1,7.67
2025-01-18,C080,P50,1,10.44
2025-01-14,C318,P41,4,10.69
2025-01-13,C252,P14,1,7.59
2025-01-12,C475,P33,4,17.83
2025-01-14,C386,P44,5,14.23
2025-01-21,C179,P44,4,14.23
2025-01-17,C451,P40,3,14.5
2025-01-07,C299,P12,4,8.23
2025-01-27,C355,P14,5,7.59
2025-01-07,C370,P21,3,7.17
2025-01-14,C150,P26,4,8.51
2025-01-24,C268,P33,2,17.83
2025-01-18,C428,P43,2,7.69
2025-01-03,C265,P15,1,7.67
2025-01-27,C377,P16,3,19.8
2025-01-13,C414,P38,4,9.94
2025-01-25,C369,P16,2,19.8
2025-01-10,C220,P12,5,8.23
2025-01-23,C014,P28,5,5.83
2025-01-15,C415,P18,5,18.04
2025-01-23,C068,P49,2,16.35
2025-01-20,C261,P17,3,5.81
2025-01-17,C387,P27,5,13.45
2025-01-15,C017,P27,2,13.45
2025-01-16,C113,P27,1,13.45
2025-01-10,C021,P32,4,7.38
2025-01-26,C134,P38,5,9.94
2025-01-03,C140,P30,2,9.08
2025-01-08,C320,P42,2,14.59
2025-01-14,C039,P44,4,14.23
2025-01-21,C052,P39,3,14.17
2025-01-14,C021,P33,3,17.83
2025-01-10,C493,P32,1,7.38
2025-01-26,C059,P29,3,17.53
2025-01-05,C179,P37,3,11.91
2025-01-10,C199,P24,5,5.18
2025-01-23,C310,P27,3,13.45
2025-01-25,C100,P33,2,17.83
2025-01-03,C014,P49,2,16.35
2025-01-09,C407,P32,2,7.38
2025-01-09,C232,P19,4,6.72
2025-01-11,C344,P44,5,14.23
2025-01-05,C030,P19,4,6.72
2025-01-15,C047,P32,2,7.38
2025-01-04,C374,P25,3,12.55
2025-01-03,C282,P27,3,13.45
2025-01-08,C334,P13,3,10.24
2025-01-02,C070,P48,3,11.01
2025-01-01,C422,P42,3,14.59
2025-01-06,C309,P39,3,14.17
2025-01-24,C371,P39,2,14.17
2025-01-08,C066,P32,5,7.38
2025-01-28,C200,P15,2,7.67
2025-01-10,C100,P11,5,15.28
2025-01-08,C359,P44,2,14.23
2025-01-13,C206,P24,1,5.18
2025-01-23,C384,P28,1,5.83
2025-01-19,C278,P38,3,9.94
2025-01-07,C443,P11,3,15.28
2025-01-10,C112,P46,3,12.8
2025-01-20,C108,P23,1,16.23
2025-01-17,C258,P34,1,17.21
2025-01-18,C177,P27,3,13.45
2025-01-08,C368,P41,2,10.69
2025-01-05,C431,P40,5,14.5
2025-01-12,C390,P26,3,8.51
2025-01-27,C025,P34,3,17.21
2025-01-03,C468,P49,3,16.35
2025-01-10,C191,P25,2,12.55
2025-01-13,C158,P19,4,6.72
2025-01-06,C027,P20,3,6.28
2025-01-09,C181,P47,2,7.58
2025-01-15,C008,P18,5,18.04
2025-01-06,C401,P46,2,12.8
2025-01-17,C290,P14,2,7.59
2025-01-29,C128,P12,1,8.23
2025-01-04,C248,P13,5,10.24
2025-01-15,C395,P29,3,17.53
2025-01-21,C448,P20,1,6.28
2025-01-19,C261,P12,2,8.23
2025-01-22,C241,P29,3,17.53
2025-01-11,C455,P14,3,7.59
2025-01-17,C311,P21,3,7.17
2025-01-14,C004,P50,2,10.44
2025-01-19,C459,P44,2,14.23
2025-01-23,C120,P34,1,17.21
2025-01-19,C202,P44,2,14.23
2025-01-04,C160,P17,5,5.81
2025-01-30,C190,P13,5,10.24
2025-01-21,C391,P27,4,13.45
2025-01-20,C132,P18,3,18.04
2025-01-20,C006,P34,3,17.21
2025-01-14,C066,P49,1,16.35
2025-01-05,C315,P45,4,7.25
2025-01-26,C147,P30,2,9.08
2025-01-24,C453,P44,1,14.23
2025-01-09,C390,P27,3,13.45
2025-01-12,C066,P28,3,5.83
2025-01-19,C275,P45,2,7.25
2025-01-24,C169,P16,4,19.8
2025-01-25,C482,P34,2,17.21
2025-01-24,C111,P35,4,7.88
2025-01-06,C273,P45,3,7.25
2025-01-14,C225,P47,5,7.58
2025-01-20,C028,P13,3,10.24
2025-01-02,C383,P44,3,14.23
2025-01-25,C171,P12,5,8.23
2025-01-10,C394,P43,4,7.69
2025-01-24,C365,P13,2,10.24
2025-01-04,C362,P27,5,13.45
2025-01-13,C118,P20,2,6.28
2025-01-05,C448,P10,2,17.09
2025-01-20,C232,P46,2,12.8
2025-01-28,C364,P36,2,11.39
2025-01-25,C239,P22,3,9.23
2025-01-08,C039,P32,1,7.38
2025-01-25,C344,P34,5,17.21
2025-01-23,C305,P29,1,17.53
2025-01-29,C180,P47,2,7.58
2025-01-25,C091,P24,5,5.18
2025-01-25,C206,P21,5,7.17
2025-01-30,C121,P31,4,12.51
2025-01-06,C335,P43,5,7.69
2025-01-17,C115,P47,3,7.58
2025-01-16,C109,P28,5,5.83
2025-01-03,C388,P12,1,8.23
2025-01-21,C499,P36,1,11.39
2025-01-28,C137,P38,4,9.94
2025-01-18,C340,P49,3,16.35
2025-01-20,C106,P45,5,7.25
2025-01-28,C364,P48,2,11.01
2025-01-14,C450,P15,2,7.67
2025-01-12,C293,P41,2,10.69
2025-01-05,C050,P10,2,17.09
2025-01-16,C276,P46,3,12.8
2025-01-13,C278,P23,1,16.23
2025-01-29,C065,P42,3,14.59
2025-01-16,C147,P41,1,10.69
2025-01-29,C093,P33,4,17.83
2025-01-05,C230,P43,2,7.69
2025-01-04,C230,P20,2,6.28
2025-01-12,C022,P36,4,11.39
2025-01-05,C105,P34,4,17.21
2025-01-05,C379,P27,1,13.45
2025-01-16,C210,P42,2,14.59
2025-01-18,C266,P12,3,8.23
2025-01-10,C048,P11,3,15.28
2025-01-22,C287,P49,3,16.35
2025-01-03,C431,P19,1,6.72
2025-01-02,C409,P15,4,7.67
2025-01-18,C319,P12,3,8.23
2025-01-11,C206,P34,2,17.21
2025-01-30,C500,P34,1,17.21
2025-01-30,C326,P23,3,16.23
2025-01-22,C403,P22,2,9.23
2025-01-04,C103,P45,1,7.25
2025-01-02,C266,P34,5,17.21
2025-01-29,C053,P38,5,9.94
2025-01-25,C289,P38,4,9.94
2025-01-18,C274,P28,5,5.83
2025-01-28,C441,P50,1,10.44
2025-01-30,C183,P44,3,14.23
2025-01-04,C262,P18,4,18.04
2025-01-20,C280,P39,1,14.17
2025-01-20,C196,P36,3,11.39
2025-01-27,C035,P31,4,12.51
2025-01-02,C106,P13,4,10.24
2025-01-19,C284,P21,3,7.17
2025-01-28,C460,P15,3,7.67
2025-01-05,C492,P27,5,13.45
2025-01-16,C185,P23,1,16.23
2025-01-10,C257,P34,5,17.21
2025-01-11,C316,P13,4,10.24
2025-01-18,C285,P46,5,12.8
2025-01-08,C386,P29,2,17.53
2025-01-29,C099,P26,5,8.51
2025-01-25,C209,P39,4,14.17
2025-01-25,C304,P10,4,17.09
2025-01-22,C168,P30,5,9.08
2025-01-10,C139,P38,1,9.94
2025-01-27,C119,P40,3,14.5
2025-01-10,C324,P39,1,14.17
2025-01-23,C460,P16,4,19.8
2025-01-03,C261,P50,4,10.44
2025-01-10,C435,P21,2,7.17
2025-01-26,C257,P10,4,17.09
2025-01-18,C011,P14,2,7.59
2025-01-12,C388,P25,1,12.55
2025-01-21,C483,P25,3,12.55
2025-01-17,C228,P44,5,14.23
2025-01-27,C245,P46,1,12.8
2025-01-07,C173,P23,1,16.23
2025-01-04,C474,P13,3,10.24
2025-01-26,C064,P33,3,17.83
2025-01-26,C118,P12,1,8.23
2025-01-06,C130,P17,1,5.81
2025-01-07,C339,P42,5,14.59
2025-01-22,C448,P20,4,6.28
2025-01-16,C199,P45,1,7.25
2025-01-26,C346,P29,4,17.53
2025-01-21,C268,P45,5,7.25
2025-01-12,C461,P48,5,11.01
2025-01-26,C099,P32,1,7.38
2025-01-07,C150,P35,2,7.88
2025-01-23,C222,P45,3,7.25
2025-01-27,C024,P17,3,5.81
2025-01-23,C105,P48,5,11.01
2025-01-26,C220,P44,1,14.23
2025-01-13,C239,P15,1,7.67
2025-01-04,C339,P19,5,6.72
2025-01-19,C080,P19,1,6.72
2025-01-15,C475,P10,4,17.09
2025-01-28,C425,P34,5,17.21
2025-01-24,C339,P22,2,9.23
2025-01-04,C081,P34,2,17.21
2025-01-18,C284,P25,1,12.55
2025-01-18,C115,P10,3,17.09
2025-01-17,C384,P49,3,16.35
2025-01-15,C128,P34,2,17.21
2025-01-18,C409,P10,1,17.09
2025-01-25,C438,P31,3,12.51
2025-01-28,C378,P39,3,14.17
2025-01-17,C099,P14,4,7.59
2025-01-14,C353,P45,2,7.25
2025-01-30,C056,P30,2,9.08
2025-01-08,C414,P37,3,11.91
2025-01-26,C133,P23,5,16.23
2025-01-16,C495,P36,5,11.39
2025-01-30,C434,P45,2,7.25
2025-01-30,C314,P38,1,9.94
2025-01-25,C044,P47,5,7.58
2025-01-17,C165,P50,5,10.44
2025-01-17,C203,P14,2,7.59
